"","Council District","reports","confirmed_reports","population","households","housing_units","pct_white_nh","pct_black_nh","pct_asian_nh","pct_hispanic_any_race","median_household_income","per_capita_income","unemployment_rate","poverty_rate","pct_households_cash_public_assistance","pct_households_ssi","pct_vacant_housing_units","pct_renter_occupied_among_occupied_units","rental_vacancy_rate","median_gross_rent","median_home_value","pct_bachelors_or_higher_proxy","pct_high_school_grad_proxy","pct_households_broadband","pct_with_disability_proxy","pct_language_other_than_english_proxy","rate_all","rate_confirmed"
"21",50,381,76,169689,58034,62150,0.620829871117161,0.0254936972932836,0.17928681293425,0.145336468480573,101525,46659,0.0542985316108156,0.090439647134763,0.02765620153703,0.0559844229244925,0.0662268704746581,0.299410690285005,4.1,1799,698592,0.25744744797836,0.209931109264596,0.907244029362098,0.109429603568882,0.378993334865548,2.24528401958878,0.447878177135819
"22",14,609,206,162132,59079,60463,0.0295684997409518,0.198116349641033,0.0150247946117978,0.736825549552217,42446,21608,0.129383091356989,0.306434064903395,0.0981059259635403,0.121261361905246,0.022890031920348,0.929619661808765,1.1,1474,319684,0.102120494411961,0.201440801322379,0.873017485062374,0.156304739348185,0.675881380603459,3.75619865294945,1.27056965928996
"23",25,328,134,157804,56849,62367,0.131035968669996,0.0149996197815011,0.366296164862741,0.450907454817368,73208,35866,0.0710035513535126,0.129520573319196,0.0396488944396559,0.0496226846558427,0.0884762775185595,0.635807138208236,3,1886,518003,0.247116676383362,0.199570353096246,0.897183767524495,0.0992370282122126,0.752008821069174,2.07852779397227,0.849154647537451
"24",23,156,37,165469,58222,61980,0.210184384990542,0.104327698843892,0.455879953344735,0.156017139162018,98832,45476,0.0627585798115109,0.0903446172613602,0.029816907698121,0.0461509395074027,0.0606324620845434,0.327384837346707,4.8,2051,676192,0.325202908097589,0.163359904272099,0.912352718903507,0.115375085363421,0.513618865165076,0.942774779565961,0.223606838743209
"25",37,721,194,161239,57311,61654,0.127134254119661,0.227438771016938,0.0672107864722555,0.528935307214756,70912,32753,0.0745872813730416,0.221760947483248,0.0651707351119331,0.0839280417371883,0.070441496091089,0.768002652195914,2.8,1864,737261,0.189017545382941,0.223084985642431,0.874509256512711,0.104304789784109,0.505622088948703,4.47162287039736,1.20318285278376
"26",19,205,46,166641,61920,66108,0.408884968285116,0.0131360229475339,0.354054524396757,0.18974322045595,99721,48404,0.064910331693382,0.088001841955381,0.0326065891472868,0.038937338501292,0.063350880377564,0.329715762273902,3.4,2227,893348,0.308147454708025,0.163603194892013,0.927438630490956,0.0998133712591739,0.53381220707989,1.23018944917517,0.276042510546624
"27",46,296,69,158375,57198,62874,0.261291239147593,0.516565114443567,0.079008681925809,0.0877411207576954,88608,42770,0.0605765105121504,0.109313103098019,0.0379908388405189,0.0597048847861813,0.0902757896745873,0.380677646071541,4.4,1700,713005,0.251927387529597,0.194740331491713,0.916150914367635,0.106064719810576,0.32,1.8689818468824,0.435674822415154
"28",42,322,101,162308,61908,66525,0.0288217463094857,0.658846144367499,0.043386647608251,0.21087069029253,51581,27907,0.090506849703605,0.238885214808899,0.0723815985010015,0.100891645667765,0.069402480270575,0.755459714414938,3.8,1314,625834,0.120209724720901,0.282992828449614,0.856642114104801,0.133185055573354,0.279708948419055,1.98388249500949,0.622273701850802
"29",13,463,180,158715,58694,62586,0.299026557036197,0.125804114292915,0.0887187726427874,0.453101471190499,75562,36534,0.0875271313916511,0.144953651000163,0.0486591474426688,0.0821889801342556,0.0621864314702969,0.600419122908645,3,1738,625274,0.207529219040418,0.194096336200107,0.900671278154496,0.150319755536654,0.493488328135337,2.9171785905554,1.13410830734335
"30",24,410,104,161131,57819,61453,0.29055861379871,0.11630909011922,0.314309474899306,0.213310908515432,82514,39251,0.0751772695495855,0.133547878376039,0.0625054047977309,0.0599975786506166,0.0591346232079801,0.535291167263356,2.7,1785,710422,0.301928244720135,0.148245837238024,0.914958750583718,0.107452942016123,0.586100750321167,2.54451347040607,0.645437563224954
"31",3,534,121,156377,90740,108173,0.593731814780946,0.0577578544159307,0.136247657903656,0.159109076142911,129119,128334,0.0586433788386402,0.113490308142987,0.0260965395635883,0.041359929468812,0.16115851460161,0.777088384394975,6.5,2761,1164446,0.64194222935598,0.0622981640522583,0.934086400705312,0.0964144343477621,0.266413858815555,3.41482443070272,0.773771078867097
"32",21,293,116,157148,44373,48596,0.0390459948583501,0.0871344210553109,0.126931300430168,0.73192786417899,73036,26045,0.0578354578184295,0.169786139563209,0.0435625267617695,0.0768034615644649,0.0869001563914725,0.745475852432786,1.7,1905,779868,0.106237432229491,0.231412426502405,0.865436188673292,0.0998740041235014,0.786468806475424,1.86448443505485,0.738157660294754
"33",26,517,216,154110,67527,79520,0.286944390370515,0.0507494646680942,0.313451430796184,0.306715982090714,87945,55883,0.0584027426763071,0.120285775859254,0.0579175737112562,0.0397618730285663,0.150817404426559,0.789225050720453,3.6,2014,757111,0.369061060281617,0.170722211407436,0.889125831149022,0.0758289533450133,0.583518266173512,3.3547466095646,1.40159626240997
"34",36,1482,375,170265,70930,76403,0.223169764778434,0.475012480545033,0.0458226881625701,0.189733650486007,78274,47184,0.0889960498640538,0.231779010742533,0.0744395883265191,0.0892147187367827,0.0716333128280303,0.797095728182715,2.6,1868,1317087,0.337356473732124,0.163873961178163,0.882151416889891,0.120729451149678,0.236689865797433,8.70407893577658,2.20244912342525
"35",16,975,202,172641,65054,66384,0.0417108334636616,0.360638550518127,0.0103277900382875,0.561819034875841,39120,21842,0.119216916308927,0.339895684489683,0.110523565038276,0.168260214590955,0.0200349481802844,0.934746518277124,1.2,1342,285172,0.103990361501613,0.189155530841457,0.808266978202724,0.183015622013311,0.574133606733047,5.64755764853077,1.17005809743919
"36",30,683,175,168364,61760,67121,0.442060060345442,0.0139994298068471,0.181980708464993,0.325645624955454,85778,41160,0.0674301792642582,0.111213438664267,0.0374514248704663,0.0441709844559585,0.0798706813068935,0.583209196891192,2.7,1961,868970,0.250997838017628,0.201040602504098,0.911658031088083,0.0904112518115512,0.580468508707325,4.05668670262051,1.03941460169632
"37",28,322,100,178304,54263,57462,0.0290907663316583,0.431566313711414,0.196406137832017,0.173658470926059,83911,32889,0.0998072042436851,0.117572350261629,0.0724434697676133,0.0647955328676999,0.0556715742577704,0.440889740707296,2.8,1639,625614,0.146609161880833,0.232075556353194,0.923373200891952,0.105645414572864,0.262136575735822,1.80590452261307,0.560839913854989
"38",10,742,237,192985,73172,78342,0.204860481384564,0.0739176619944555,0.0327175687229577,0.652123222012074,65521,42187,0.120855634849837,0.183555106040014,0.077023998250697,0.102853550538457,0.065992698680146,0.883493686109441,2.7,1640,583821,0.292017514314584,0.13350778557919,0.891898540425299,0.166111355804855,0.619115475296007,3.84485840868461,1.22807472083323
"39",38,620,198,159940,54612,58911,0.278454420407653,0.0542078279354758,0.277110166312367,0.363473802676003,73625,37090,0.0635912379917517,0.191609087603116,0.0630996850509046,0.0814839229473376,0.0729744869379233,0.698344686149564,2.7,1763,1124364,0.233662623483806,0.163023633862698,0.88231524207134,0.100775290734025,0.615443291234213,3.8764536701263,1.23796423658872
"40",17,690,278,164421,62793,65330,0.0140614641682024,0.287870770765292,0.00934795433673314,0.656911221802568,36780,21333,0.134595296575478,0.345577529166743,0.129361553039352,0.145493924482028,0.0388336139598959,0.892105807972226,1.9,1221,530922,0.0951703249584907,0.177982131236278,0.803513130444476,0.188966129630643,0.569142627766526,4.19654423705001,1.69078159115928
"41",15,606,247,171040,61896,65205,0.0442528063610851,0.257507015902713,0.0163412067352666,0.659757951356408,38455,20429,0.136920980926431,0.343703168727995,0.107099004782215,0.13840959028047,0.0507476420519899,0.939576063073543,2.8,1410,428461,0.0930367165575304,0.177923292797007,0.862608246090216,0.174491347053321,0.608015668849392,3.54303086997194,1.44410664172123
